round,cid,train_loss,train_acc,num_examples
11,client_1,1.277646857973129,0.5119047619047619,2520
11,client_13,1.0510076238995507,0.5952380952380952,2520
11,client_5,1.2837469759441558,0.5206349206349207,2520
11,client_17,1.0614666049442594,0.596031746031746,2520
11,client_8,1.0345807170111037,0.6067460317460317,2520
11,client_15,1.0375931094563196,0.6087301587301587,2520
11,client_14,1.0603582639542837,0.5984126984126984,2520
11,client_3,1.2957648114552573,0.5,2520
11,client_18,1.0658946850943187,0.5956349206349206,2520
11,client_16,1.0809480095666553,0.5908730158730159,2520
11,client_2,1.266147296012394,0.5317460317460317,2520
12,client_3,1.2338750585677132,0.5416666666666666,2520
12,client_4,1.2291567618884738,0.5380952380952381,2520
12,client_19,1.0453777956584143,0.6079365079365079,2520
12,client_18,1.0161106395342994,0.6190476190476191,2520
12,client_16,1.0690034942021445,0.6087301587301587,2520
12,client_5,1.271216396679954,0.5158730158730159,2520
12,client_14,1.0291704597927276,0.6198412698412699,2520
12,client_8,1.0606656797348506,0.5952380952380952,2520
12,client_10,1.0757604928243727,0.5956349206349206,2520
12,client_15,1.0265803632282076,0.6325396825396825,2520
12,client_1,1.219910871036469,0.5345238095238095,2520
12,client_11,1.0666315477991861,0.6015873015873016,2520
12,client_2,1.2738510525415814,0.5158730158730159,2520
12,client_13,1.0726467476950752,0.6007936507936508,2520
13,client_13,0.9870717417626154,0.6234126984126984,2520
13,client_12,1.0801640809528412,0.5853174603174603,2520
13,client_1,1.2176269133885702,0.5404761904761904,2520
13,client_14,1.0970117939843071,0.5904761904761905,2520
13,client_7,1.2791535525094895,0.501984126984127,2520
13,client_19,1.0862531325173757,0.5892857142857143,2520
13,client_6,1.2421387229646956,0.5265873015873016,2520
13,client_0,1.2680275966250707,0.5305555555555556,2520
13,client_17,1.058228223475199,0.6015873015873016,2520
13,client_3,1.226719856262207,0.542063492063492,2520
13,client_11,1.0570201044990903,0.6055555555555555,2520
13,client_2,1.3037586878216456,0.5055555555555555,2520
13,client_18,1.0395300049630423,0.611904761904762,2520
13,client_9,1.0227098869898963,0.6214285714285714,2520
13,client_8,1.0707878510157267,0.5880952380952381,2520
13,client_16,1.0544482427930075,0.6126984126984127,2520
14,client_10,1.006357115034073,0.6206349206349207,2520
14,client_13,0.9796181035420252,0.6496031746031746,2520
14,client_15,0.998757695205628,0.6432539682539683,2520
14,client_8,1.001009904770624,0.6353174603174603,2520
14,client_4,1.279222395874205,0.5293650793650794,2520
14,client_2,1.2814217124666487,0.5329365079365079,2520
14,client_18,0.9993056407050481,0.6277777777777778,2520
14,client_14,1.004969264590551,0.6329365079365079,2520
14,client_12,1.0053342158832248,0.6146825396825397,2520
14,client_11,1.0337954225994292,0.6146825396825397,2520
14,client_16,1.0238973125578865,0.6242063492063492,2520
14,client_9,0.9763647276257712,0.6369047619047619,2520
14,client_19,1.0143349178253658,0.6186507936507937,2520
14,client_17,1.017560249093979,0.6138888888888889,2520
15,client_1,1.1565235641267564,0.5484126984126985,2520
15,client_9,1.0278360194630094,0.6126984126984127,2520
15,client_4,1.180452843696352,0.5543650793650794,2520
15,client_5,1.1655922431794423,0.551984126984127,2520
15,client_2,1.212414788632166,0.5273809523809524,2520
15,client_10,1.035027101304796,0.6150793650793651,2520
15,client_19,0.9970318631520347,0.6337301587301587,2520
15,client_7,1.174262353352138,0.5404761904761904,2520
15,client_16,1.0387291624432518,0.626984126984127,2520
15,client_11,1.0595145730745226,0.6027777777777777,2520
15,client_0,1.2110537139196245,0.5373015873015873,2520
15,client_17,1.0173288472115047,0.6103174603174604,2520
15,client_12,1.0402193928521777,0.6142857142857143,2520
15,client_13,0.9895667288038466,0.6325396825396825,2520
15,client_6,1.17418618467119,0.5214285714285715,2520
15,client_18,1.0500180918072897,0.6075396825396825,2520
15,client_3,1.2080249267911154,0.5408730158730158,2520
15,client_14,1.0306764148530505,0.611904761904762,2520
16,client_3,1.2034317656168863,0.5488095238095239,2520
